entry_id,occurred_at,compile_phase,provider,service,model,execution_mode,request_or_batch_id,input_tokens,output_tokens,cached_input_tokens,confirmed_cost_usd,unreconciled_upper_bound_usd,result,accounting_status,evidence,notes
COST-0071,2026-08-02,full_pa,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CddN2GpYWGvNvWiMatsbg,6327,1075,0,0.023404,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-pa-direct-v35-20260802/raw/pa-full/pa_C0035_sonnet5_low.response.json,C0035 passed local schema grounding and semantic validation
COST-0072,2026-08-02,full_pa,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CddN3AgV6HDPFHESBqhFs,6373,216,0,0.014906,,validated_zero_atoms_provenance_only,provider_usage_confirmed,m050/extraction/runs/m050-pa-direct-v35-20260802/raw/pa-full/pa_C0036_sonnet5_low.response.json,C0036 correctly returned zero atoms because its owned content is silent document-provenance and lineage material
COST-0073,2026-08-02,full_pa,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CddNAVKbhrVGzU77yf9s9,6554,4141,0,0.054518,,rejected_bad_q1_prefix_pending_replay,provider_usage_confirmed,m050/extraction/runs/m050-pa-direct-v36-20260802/raw/pa-full/pa_C0034_sonnet5_low.response.json,C0034 retry corrected the symmetric Mode-pair owner but duplicated one leading word in a q1 marker; saved response will replay under conservative unique-suffix grounding
COST-0074,2026-08-02,full_pa,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CddNXFt3tG9HBh9VJsKdC,6535,2315,0,0.036220,,discarded_silent_provenance,provider_usage_confirmed,m050/extraction/runs/m050-pa-direct-v38-20260802/raw/pa-full/pa_C0037_sonnet5_low.response.json,C0037 response is excluded because the entire chunk is governed by the document's explicit STATE SILENT provenance boundary
COST-0075,2026-08-02,full_pa,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CddNYeR9sEfomT3Zu482B,6470,2688,0,0.039820,,discarded_silent_provenance,provider_usage_confirmed,m050/extraction/runs/m050-pa-direct-v38-20260802/raw/pa-full/pa_C0038_sonnet5_low.response.json,C0038 response is excluded because the entire chunk is governed by the document's explicit STATE SILENT provenance boundary
COST-0076,2026-08-02,full_pa,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CddNaG3K24d3osyc9epUf,6579,2977,0,0.042928,,discarded_silent_provenance,provider_usage_confirmed,m050/extraction/runs/m050-pa-direct-v38-20260802/raw/pa-full/pa_C0039_sonnet5_low.response.json,C0039 response is excluded because the entire chunk is governed by the document's explicit STATE SILENT provenance boundary
COST-0077,2026-08-02,msid_calibration,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde3C3TSqbzgFgmFXuiXF,6512,3150,0,0.044524,,approved_calibration,provider_usage_confirmed,m050/extraction/runs/m050-msid-calibration-v1-20260802/raw/msid_C0006_sonnet5_low.response.json,C0006 passed grounding schema coverage status MSID and ontology review; approved for cost-capped synchronous MSID Grammar continuation
COST-0078,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde3WRQZ8AEZwZbDnS64b,6406,867,0,0.021482,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v2-20260802/raw/msid-full/msid_C0001_sonnet5_low.response.json,C0001 passed local schema grounding and semantic validation
COST-0079,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde3X5KMCPfs4gzBPhydo,6652,3990,0,0.053204,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v2-20260802/raw/msid-full/msid_C0002_sonnet5_low.response.json,C0002 terminal-Markdown marker mismatch was corrected deterministically; saved response passed zero-cost replay in v3
COST-0080,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde3jdWgNzxuYhDhTSv1S,6602,5639,0,0.069594,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v3-20260802/raw/msid-full/msid_C0003_sonnet5_low.response.json,C0003 passed local schema grounding and semantic validation; substantive review confirms the TLD self-root and no-empty-duplication rules
COST-0081,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde3o4p2oAD1HdRLTAKGa,6607,3482,0,0.048034,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v3-20260802/raw/msid-full/msid_C0004_sonnet5_low.response.json,C0004 placeholder-pattern furniture false positive was corrected deterministically; saved response passed zero-cost replay in v5
COST-0082,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde4DkHFxPFAUCqMToD8p,6551,2727,0,0.040372,,rejected_provisional_exact_path_owner_fresh_retry,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v5-20260802/raw/msid-full/msid_C0005_sonnet5_low.response.json,C0005 mechanically passed but assigned the explicit provisional Away.Crossing.Phase.Planning proposition to the broader Away.Crossing owner; targeted retry required
COST-0083,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde4FM1qB4eew4FoyfsX1,6565,6000,0,0.073130,,failed_max_tokens_incomplete,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v5-20260802/raw/msid-full/msid_C0007_sonnet5_low.response.json,C0007 reached the 6000-token output ceiling and is incomplete; preserved for audit but not eligible for replay or promotion
COST-0084,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde4Uyuxpr1qBjaWJHxnD,6631,3151,0,0.044772,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v6-20260802/raw/msid-full/msid_C0005_sonnet5_low.response.json,C0005 targeted retry corrected the provisional exact-path owner; saved response passed zero-cost replay after MSID-code-block furniture correction
COST-0085,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde4dsfBQwsMjBctHpQqT,6645,5557,0,0.068860,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v7-20260802/raw/msid-full/msid_C0007_sonnet5_low.response.json,C0007 completed within the expanded allowance and passed zero-cost replay after rejected-path authority and provisional-status enforcement
COST-0086,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde6Ft2cyqjkz18u9Tue6,2446,4995,4295,0.065579,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v9-20260802/raw/msid-full/msid_C0008_sonnet5_low.response.json,C0008 passed local and semantic review with 12 atoms; 4295 tokens were written to the explicit 5-minute prompt cache and priced at the cache-write rate
COST-0087,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde6YjgJhmN5NPGCVhLfq,2332,2804,4295,0.033563,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v10-20260802/raw/msid-full/msid_C0009_sonnet5_low.response.json,C0009 passed local and semantic review with 9 atoms; 4295 cached-input tokens were read from the still-warm 5-minute prefix while the request policy was upgraded to one hour
COST-0088,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde6n5psQyfQ4y6VdJrB6,2336,3460,4295,0.040131,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v10-20260802/raw/msid-full/msid_C0010_sonnet5_low.response.json,C0010 returned 12 sound atoms; initial local rejection exposed a missing self-root ancestor rule for Architecture.Architecture and the saved response passed zero-cost replay in v11
COST-0089,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde73GQ2gLcQ7hFSL5Lmh,2274,2949,4295,0.034897,,rejected_substantive_owner_and_markdown_fresh_retry,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v11-20260802/raw/msid-full/msid_C0011_sonnet5_low.response.json,C0011 mechanically passed but reversed substantive Home.Colony and Home.Embodiment owners with their architectural Registers and exposed missing opening inline-code delimiters; targeted retry required
COST-0090,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde7JRwBSPqt2vvUPRhaW,2274,3741,4386,0.059502,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v13-20260802/raw/msid-full/msid_C0011_sonnet5_low.response.json,C0011 retry corrected the substantive owners and wrote the 4386-token stable prefix to the one-hour cache; one invalid cross-TLD scope normalized deterministically and the response passed zero-cost replay in v14
COST-0091,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde7UiStRNRFb8DyJd9bH,2295,5605,4386,0.061517,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v14-20260802/raw/msid-full/msid_C0012_sonnet5_low.response.json,C0012 returned 11 sound atoms and hit the one-hour cache; explicit provisional TLD Narrative normalized to self-scope and passed zero-cost replay in v15
COST-0092,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde7efJAGz8AbyAv3226A,2203,2686,4386,0.032143,,rejected_provisional_owner_fresh_retry,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v15-20260802/raw/msid-full/msid_C0013_sonnet5_low.response.json,C0013 mechanically passed but routed explicit provisional Narrative and Memory propositions to canonical Architecture.Architecture; targeted retry required
COST-0093,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde7rRtqsWFRjGxsZoYKx,2203,2633,4486,0.048680,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v16-20260802/raw/msid-full/msid_C0013_sonnet5_low.response.json,C0013 retry retained Narrative as primary and provisional and wrote the revised 4486-token prefix to the one-hour cache; explanatory provisional scopes normalized and passed zero-cost replay in v17
COST-0094,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde83E9xsxXmp8NnZfb3B,2308,2361,4486,0.029123,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v17-20260802/raw/msid-full/msid_C0014_sonnet5_low.response.json,C0014 passed local and semantic review with 8 atoms and a one-hour cache hit
COST-0095,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde8ASQbvcAF3fF3DePKA,2180,1947,4486,0.024727,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v17-20260802/raw/msid-full/msid_C0015_sonnet5_low.response.json,C0015 returned 5 sound atoms and hit the one-hour cache; explicit status review_required now overrides registry-derived canonical path status and passed zero-cost replay
COST-0096,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde8Li7SeKzYchTSg1C7R,2509,4021,4486,0.046125,,rejected_explicit_rejected_path_owner_fresh_retry,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v18-20260802/raw/msid-full/msid_C0016_sonnet5_low.response.json,C0016 mechanically passed but replaced three explicitly rejected path identifiers with their canonical owners and marked them canonical; targeted retry required
COST-0097,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde8XHF2gHQhFzSaDhDw6,2509,4109,4561,0.064352,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v19-20260802/raw/msid-full/msid_C0016_sonnet5_low.response.json,C0016 retry preserved all three rejected identifiers as primary with rejected status and wrote the revised 4561-token prefix to the one-hour cache
COST-0098,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde8cK53tr8yCEhh6xmfJ,2260,2288,4561,0.028312,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v19-20260802/raw/msid-full/msid_C0017_sonnet5_low.response.json,C0017 returned 10 sound atoms and hit the one-hour cache; three orthography-only restatements were deterministically excluded from MSID authority and attributed to Authorial Grammar before zero-cost replay
COST-0099,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde8p6XaRGwVUTXpUQB81,2348,5571,4561,0.061318,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v20-20260802/raw/msid-full/msid_C0018_sonnet5_low.response.json,C0018 returned 11 substantive atoms and hit the one-hour cache; one explicitly excluded furniture record was ignored before zero-cost replay
COST-0100,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde924tSJw4tjZL9dyUcV,2370,3276,4561,0.038412,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v21-20260802/raw/msid-full/msid_C0019_sonnet5_low.response.json,C0019 passed local and semantic review with 9 atoms and a one-hour cache hit
COST-0101,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde97FFfc2az5Vm5Pxs7c,2460,3568,4561,0.041512,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v21-20260802/raw/msid-full/msid_C0020_sonnet5_low.response.json,C0020 returned 13 sound atoms and hit the one-hour cache; one contradicted unsupported-path note was removed before zero-cost replay
COST-0102,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011Cde9GXCcsoKvUdWfh2ANd,2141,3893,4561,0.044124,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v22-20260802/raw/msid-full/msid_C0021_sonnet5_low.response.json,C0021 returned 13 atoms and hit the one-hour cache; the internal Observe-phase contradiction was retained and marked review_required before zero-cost replay
COST-0103,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeA5XMbzTNzmAR7vfrkF,1823,734,4561,0.011898,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v23-20260802/raw/msid-full/msid_C0022_sonnet5_low.response.json,C0022 passed local and semantic review with 2 atoms and a one-hour cache hit
COST-0104,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeA9RCsxfSFcjUFeN58r,2032,3702,4561,0.041996,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v23-20260802/raw/msid-full/msid_C0023_sonnet5_low.response.json,C0023 passed local and semantic review with 17 acceptance-test atoms and a one-hour cache hit
COST-0105,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeAEx3AEXfVE7RWH6ZWv,2283,2348,4561,0.028958,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v23-20260802/raw/msid-full/msid_C0024_sonnet5_low.response.json,C0024 returned 7 open-decision atoms and hit the one-hour cache; Narrative and Away.CoreSpecies remained explicit unsettled candidates before zero-cost replay
COST-0106,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeJKNRQN5oCdSFLcXWCf,2185,5430,0,0.076914,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v24-20260802/raw/msid-full/msid_C0025_sonnet5_low.response.json,C0025 passed local and semantic review with 20 closed-decision atoms; the one-hour stable prefix was rewritten after the previous cache entry expired
COST-0107,2026-08-02,full_msid,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeJYw3pL7Kgm9QmbArKN,2210,328,4561,0.008612,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-msid-direct-v24-20260802/raw/msid-full/msid_C0026_sonnet5_low.response.json,C0026 passed local and semantic review with one open-item handling atom and reused the one-hour stable prefix; C0027-C0030 were excluded locally as non-normative change history at zero cost
COST-0108,2026-08-02,human_rulings_calibration,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeLFzdNtF5msitiWxB7V,6931,1834,0,0.032202,,approved_calibration,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-calibration-v01-20260802/raw/human_rulings_C0012_sonnet5_low.response.json,C0012 passed grounding schema coverage status MSID and ontology review with seven Body Unit atoms; approved for cost-capped synchronous continuation
COST-0109,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeLPQsLbgB3ZeFz8SGHq,2125,1047,4561,0.015632,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v02-20260802/raw/human_rulings-full/human_rulings_C0001_sonnet5_low.response.json,C0001 initially failed a cross-block lead-in boundary; its saved response passed deterministic zero-cost replay after reanchoring to the first owned list item
COST-0110,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeLkn876zKfV8m995eQR,2147,3157,4561,0.036776,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v04-20260802/raw/human_rulings-full/human_rulings_C0002_sonnet5_low.response.json,C0002 passed grounding and semantic review with 13 atoms covering ledger completeness and admissibility rules
COST-0111,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeLnRJH1rpqameVhuVmL,1979,2456,4561,0.029430,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v04-20260802/raw/human_rulings-full/human_rulings_C0003_sonnet5_low.response.json,C0003 passed grounding and semantic review with eight ruling-class definition atoms
COST-0112,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeLoqPeJryassQCSpTve,1845,1012,4561,0.014722,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v04-20260802/raw/human_rulings-full/human_rulings_C0004_sonnet5_low.response.json,C0004 passed grounding and semantic review with three atoms for the first corpus-lineage ruling
COST-0113,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeLtoxxbBhA9YiXzD3tY,2042,895,4561,0.013946,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v04-20260802/raw/human_rulings-full/human_rulings_C0005_sonnet5_low.response.json,C0005 passed grounding and semantic review with two lineage and source-disposition atoms
COST-0114,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeLufsKnkhqoEN3WDVTP,2153,1142,4561,0.016638,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v04-20260802/raw/human_rulings-full/human_rulings_C0006_sonnet5_low.response.json,C0006 passed grounding and semantic review with four BSA-lineage atoms
COST-0115,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeLvX32nJhFsT2Qyi6yJ,2197,983,4561,0.015136,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v04-20260802/raw/human_rulings-full/human_rulings_C0007_sonnet5_low.response.json,C0007 passed after the evidence-only exact quotation was excluded; the normalized ruling and authority effect remain as operative atoms in zero-cost replay
COST-0116,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeM85i7ZMrVwkmYFNYNt,2080,2054,4561,0.025612,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v05-20260802/raw/human_rulings-full/human_rulings_C0008_sonnet5_low.response.json,C0008 passed grounding and semantic review with three philosophy-publication and searchable-provenance atoms
COST-0117,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeM9S9DTxuHGPE3KfGJa,2047,1463,4561,0.019636,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v05-20260802/raw/human_rulings-full/human_rulings_C0009_sonnet5_low.response.json,C0009 passed grounding and semantic review with four Philosophy and Architecture domain-separation atoms
COST-0118,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeMAN8PotRWhudHqNdW2,2256,2337,4561,0.028794,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v05-20260802/raw/human_rulings-full/human_rulings_C0010_sonnet5_low.response.json,C0010 passed grounding and semantic review with four Game Logic Precedes Attachment atoms
COST-0119,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeMFAXn6qH3i6dJvMeV6,2280,1750,4561,0.022972,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v05-20260802/raw/human_rulings-full/human_rulings_C0011_sonnet5_low.response.json,C0011 passed grounding and semantic review with four Register-list Field and deprecated-Travel atoms
COST-0120,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeMGHzX1ynTqLkvss3yh,2382,807,4561,0.013746,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v05-20260802/raw/human_rulings-full/human_rulings_C0013_sonnet5_low.response.json,C0013 passed grounding and semantic review with the canonical M050 file-nomenclature atom
COST-0121,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeMH5UiwUCyxmftXK2V8,2117,943,4561,0.014576,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v05-20260802/raw/human_rulings-full/human_rulings_C0014_sonnet5_low.response.json,C0014 passed grounding and semantic review with three permanent-current-filename atoms
COST-0122,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeMLssLHRCdy5X4fJXK1,2421,2813,4561,0.033884,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v05-20260802/raw/human_rulings-full/human_rulings_C0015_sonnet5_low.response.json,C0015 passed with nine Crossing identity terminology operator and authority atoms; Markdown field labels were removed from exact evidence in zero-cost replay
COST-0123,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeMNPy7FKBH8aMihh1Ew,2105,271,4561,0.007832,,locally_excluded_after_call,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v05-20260802/raw/human_rulings-full/human_rulings_C0016_sonnet5_low.response.json,C0016 was an unnecessary heading-only call that returned zero atoms; heading-only chunks are now excluded locally
COST-0124,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeMNoAchSNhvukgdcvzw,1894,2063,4561,0.025330,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v05-20260802/raw/human_rulings-full/human_rulings_C0017_sonnet5_low.response.json,C0017 passed grounding and semantic review with seven Expedition Party standard exception and boundary atoms
COST-0125,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeMkc4VHBqEp55CnMP9q,2398,1593,4561,0.021638,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v07-20260802/raw/human_rulings-full/human_rulings_C0018_sonnet5_low.response.json,C0018 passed with four Gathering Place Teacher and Chronicle separation atoms after deterministic evidence-tail trimming
COST-0126,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeMn1knvpZaZRBq7QpgS,2140,1160,4561,0.016792,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v07-20260802/raw/human_rulings-full/human_rulings_C0019_sonnet5_low.response.json,C0019 retained two operative Place of Pride deprecation atoms and excluded a semantic-scope metadata fragment in zero-cost replay
COST-0127,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeMnkqtRWE3hhMm4r7ty,2120,1892,4561,0.024072,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v07-20260802/raw/human_rulings-full/human_rulings_C0020_sonnet5_low.response.json,C0020 passed with four Community Board and Almanac atoms after deterministic evidence-tail trimming
COST-0128,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeMzwvy2GbbkFoTtfAeV,2231,2537,4561,0.030744,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v08-20260802/raw/human_rulings-full/human_rulings_C0021_sonnet5_low.response.json,C0021 passed with five canonical recognition and memory atoms whose unsettled MSID branch remains review_required
COST-0129,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeN2XhVx5jWtq66A1E1m,2082,1076,4561,0.015836,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v08-20260802/raw/human_rulings-full/human_rulings_C0022_sonnet5_low.response.json,C0022 passed with three canonical Hyphen-bound orthography atoms
COST-0130,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeN3GHqG466roHBMaoaE,2067,714,4561,0.012186,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v08-20260802/raw/human_rulings-full/human_rulings_C0023_sonnet5_low.response.json,C0023 passed with two canonical standalone Authorial Grammar governance atoms
COST-0131,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeN6phpBLcBNShtrJK1n,2086,2031,4561,0.025394,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v08-20260802/raw/human_rulings-full/human_rulings_C0024_sonnet5_low.response.json,C0024 passed with six Defined Term operator MSID and semantic-typography atoms
COST-0132,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeN7yQxvSbdJKfuoWFUi,2269,1798,4561,0.023430,,validated_candidate_replayed,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v08-20260802/raw/human_rulings-full/human_rulings_C0025_sonnet5_low.response.json,C0025 retained three operative Bare Core-Species Singular plural-boundary and authority-effect atoms after evidence-only exact-statement sub-bullets were removed in zero-cost replay
COST-0133,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeN9EBkDwb5EBcpUX1op,2320,1723,4561,0.022782,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v08-20260802/raw/human_rulings-full/human_rulings_C0026_sonnet5_low.response.json,C0026 passed with four Prior-life Tale casing and machine-safe mapping atoms
COST-0134,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeNHW9uCT4zfBbLRMX6X,2176,1170,4561,0.016964,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v09-20260802/raw/human_rulings-full/human_rulings_C0027_sonnet5_low.response.json,C0027 passed with four extensible Authorial Grammar atoms including a provisional italics example
COST-0135,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeNJNP7Th532dXvtitdW,2383,1793,4561,0.023608,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v09-20260802/raw/human_rulings-full/human_rulings_C0028_sonnet5_low.response.json,C0028 passed with five Authorial Grammar Phonebook-plate and scoped Outpost authority atoms
COST-0136,2026-08-02,full_human_rulings,Anthropic,Messages API,claude-sonnet-5,synchronous_single_call,msg_011CdeNKbRiCkW1RuWkJgyXq,2097,765,4561,0.012756,,validated_candidate,provider_usage_confirmed,m050/extraction/runs/m050-human-rulings-direct-v09-20260802/raw/human_rulings-full/human_rulings_C0029_sonnet5_low.response.json,C0029 passed with two Stopover Away-mode and Muted-DWELL boundary atoms
